movie_id,title,director_name,writer_name,genre,country
Billion_Dollar_Brain,Billion Dollar Brain,Ken Russell,Len Deighton,Spy_film,United_Kingdom
Billion_Dollar_Limited,Billion Dollar Limited,Dave Fleischer,NOT_FOUND,NOT_FOUND,United_States
Billu,Billu,Priyadarshan,NOT_FOUND,NOT_FOUND,India
Billy's_Balloon,Billy's Balloon,Don Hertzfeldt,NOT_FOUND,NOT_FOUND,United_States
Billy's_Holiday,Billy's Holiday,Richard Wherrett,Denis Whitburn,Musical_film,Australia
Billy's_Hollywood_Screen_Kiss,Billy's Hollywood Screen Kiss,Tommy O'Haver,Tommy O'Haver,Romantic_comedy,United_States
Billy_Bathgate_(film),Billy Bathgate,Robert Benton,Tom Stoppard,Crime_film|Gangster_film,United_States
"Billy_Blazes,_Esq.","Billy Blazes, Esq.",Hal Roach,H.M. Walker|H. M. Walker,NOT_FOUND,United_States
Billy_Elliot,Billy Elliot,Stephen Daldry,Lee Hall (playwright),Coming-of-age_story|Comedy-drama,United_Kingdom
Billy_Jack,Billy Jack,Tom Laughlin,Tom Laughlin|Delores Taylor,NOT_FOUND,United_States
Billy_Jack_Goes_to_Washington,Billy Jack Goes to Washington,Tom Laughlin|Tom Laughlin (actor),Delores Taylor|Tom Laughlin (actor),Political_cinema,United_States
Billy_Madison,Billy Madison,Tamra Davis,NOT_FOUND|Tim Herlihy|Adam Sandler,Coming-of-age_story|Romantic_comedy,United_States
Billy_Two_Hats,Billy Two Hats,Ted Kotcheff,Alan Sharp,Western_film,United_States
Bimbo's_Initiation,Bimbo's Initiation,Dave Fleischer,NOT_FOUND,NOT_FOUND,United_States
Bindlestiffs,Bindlestiffs,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
Bingo_Bongo,Bingo Bongo,Pasquale Festa Campanile,Franco Ferrini|Enrico Oldoini,NOT_FOUND,Germany|Italy
Bio-Dome,Bio-Dome,Jason Bloom (director),NOT_FOUND,Buddy_film,United_States
Bio_Zombie,Bio Zombie,Wilson Yip,Wilson Yip|Matt Chow|Samuel So,Comedy_horror|Zombie_comedy,NOT_FOUND
BirdWatchers,BirdWatchers,Marco Bechis,Marco Bechis|Luiz Bolognesi,NOT_FOUND,Brazil|Italy
Birdcage_Inn,Birdcage Inn,Kim Ki-duk,Seo Jeong-min|Kim Ki-duk,NOT_FOUND,South_Korea
Birds_Do_It,Birds Do It,Andrew Marton,Arnie Kogen,NOT_FOUND,United_States
Birds_in_the_Spring,Birds in the Spring,David Hand (animator),NOT_FOUND,NOT_FOUND,United_States
Birth_of_the_Blues,Birth of the Blues,Victor Schertzinger,NOT_FOUND|Walter DeLeon,Musical_film,United_States
Birthday_Girl,Birthday Girl,Jez Butterworth,NOT_FOUND,Crime_film|Romantic_comedy|Erotic_film|Erotic_thriller,United_Kingdom|United_States
Bitch_Slap,Bitch Slap,Rick Jacobson,Rick Jacobson,Thriller_film|Action_film|Exploitation_film|Girls_with_guns,United_States
Bitter_Feast,Bitter Feast,NOT_FOUND,NOT_FOUND,Comedy_horror|Comedy_thriller,United_States
Bitter_Moon,Bitter Moon,Roman Polanski,John Brownjohn|NOT_FOUND|Gérard Brach,Thriller_film|Erotic_film|Erotic_thriller|Comedy-drama|Romance_film,United_Kingdom|France|United_States
Bitter_Rice,Bitter Rice,Giuseppe De Santis,Gianni Puccini|Carlo Lizzani|Giuseppe De Santis,NOT_FOUND,Italy
Bitter_Victory,Bitter Victory,Nicholas Ray,Paul Gallico|René Hardy|Nicholas Ray|Gavin Lambert,War_film,France|United_States
Bittersweet_Love,Bittersweet Love,David Miller (director),NOT_FOUND,Romance_film,United_States
Biutiful,Biutiful,Alejandro González Iñárritu,Nicolás Giacobone|Alejandro González Iñárritu|Armando Bó (screenwriter)|NOT_FOUND,NOT_FOUND,Spain|Mexico
"Bizarre,_Bizarre","Bizarre, Bizarre",Marcel Carné,J. Storer Clouston|Jacques Prévert,NOT_FOUND,France
Black_&_White_&_Sex,Black & White & Sex,John Winter (producer),John Winter (producer),NOT_FOUND,Australia
Black_Belly_of_the_Tarantula,Black Belly of the Tarantula,Paolo Cavara,NOT_FOUND,Horror_film|Crime_film,France|Italy
Black_Belt_Jones,Black Belt Jones,Robert Clouse,Oscar Williams (filmmaker)|NOT_FOUND|Fred Weintraub,Martial_arts_film|Blaxploitation,United_States
Black_Box_BRD,Black Box BRD,Andres Veiel,Andres Veiel,Biographical_film,Germany
Black_Butterflies,Black Butterflies,Paula van der Oest,NOT_FOUND,NOT_FOUND,Germany|Netherlands
"Black_Cat,_White_Cat","Black Cat, White Cat",Emir Kusturica,NOT_FOUND,Musical_film|Crime_film|Romantic_comedy,Federal_Republic_of_Yugoslavia|France|Germany|Yugoslavia
Black_Cloud,Black Cloud,Rick Schroder,Rick Schroder,Independent_film,United_States
"Black_Coal,_Thin_Ice","Black Coal, Thin Ice",Diao Yinan,Diao Yinan,Thriller_film|Neo-noir,China
Black_Cobra_Woman,Black Cobra Woman,Joe D'Amato,NOT_FOUND,Exploitation_film,Italy
Black_Day_Blue_Night,Black Day Blue Night,J. S. Cardone,J. S. Cardone,Crime_film,United_States
Black_Dragons,Black Dragons,William Nigh,Harvey Gates|NOT_FOUND,Science_fiction_film|Spy_film|Propaganda_film,United_States
Black_Dynamite,Black Dynamite,Scott Sanders (director),Michael Jai White,Martial_arts_film|Blaxploitation|Biographical_film|Action_film,United_States
Black_Emanuelle,Black Emanuelle,Bitto Albertini,Bitto Albertini,Pornographic_film|Sexploitation_film,Italy
Black_Field,Black Field,Danishka Esterhazy,Danishka Esterhazy,NOT_FOUND,Canada
"Black_God,_White_Devil","Black God, White Devil",Glauber Rocha,Walter Lima Jr.|Glauber Rocha,Crime_film,Brazil
Black_Gunn,Black Gunn,Robert Hartford-Davis,NOT_FOUND,Thriller_film|Heist_film|Blaxploitation,United_States
Black_Litter,Black Litter,Manuel Gutiérrez Aragón,Manuel Gutiérrez Aragón|José Luis Borau,NOT_FOUND,Spain
Black_Moon_Rising,Black Moon Rising,Harley Cokeliss|Harley Cokliss,John Carpenter|NOT_FOUND|Desmond Nakano|William Gray,Science_fiction_film|Action_film|Crime_film|Thriller_film,United_States
Black_Narcissus,Black Narcissus,Michael Powell (director)|Emeric Pressburger|Michael Powell,Rumer Godden|Emeric Pressburger|Michael Powell,NOT_FOUND,United_Kingdom
Black_Orpheus,Black Orpheus,Marcel Camus,Vinicius de Moraes|Marcel Camus,Fantasy_film|Musical_film|Romance_film|Bossa_nova,France|Brazil|Italy
Black_Pond,Black Pond,Will Sharpe|Tom Kingsley,Will Sharpe|Tom Kingsley,Comedy-drama,United_Kingdom
Black_Rainbow,Black Rainbow,Mike Hodges,Mike Hodges,Mystery_film,United_Kingdom
Black_Ransom,Black Ransom,Wong Jing,Wong Jing,Martial_arts_film|Crime_film|Thriller_film,NOT_FOUND
Black_Rose_Mansion,Black Rose Mansion,Kinji Fukasaku,Yukio Mishima,NOT_FOUND,Japan
Black_Samson,Black Samson,NOT_FOUND,NOT_FOUND,Blaxploitation,United_States
Black_Samurai,Black Samurai,Al Adamson,NOT_FOUND,Martial_arts_film|Blaxploitation,United_States
Black_Shampoo,Black Shampoo,Greydon Clark,Greydon Clark|NOT_FOUND,Thriller_film|Blaxploitation,United_States
Black_Tight_Killers,Black Tight Killers,Yasuharu Hasebe,NOT_FOUND,Action_film,Japan
Black_Tights,Black Tights,Terence Young (director),NOT_FOUND,Musical_film,France
Black_Water_Transit,Black Water Transit,Tony Kaye (director),Matthew Chapman (author),Crime_film,United_States
Blackbeard's_Ghost,Blackbeard's Ghost,Robert Stevenson (director),Ben Stahl (artist)|Bill Walsh (producer)|Don DaGradi,Children's_film|Fantasy_film,United_States
Blackboard_Jungle,Blackboard Jungle,Richard Brooks,Richard Brooks|Evan Hunter,Teen_film|Coming-of-age_story,United_States
Blackboards,Blackboards,Samira Makhmalbaf,Mohsen Makhmalbaf|Samira Makhmalbaf,War_film,Japan|Iran|Italy
Blackie_the_Pirate,Blackie the Pirate,NOT_FOUND,NOT_FOUND,Action_film,Spain|Italy
Blacula,Blacula,William Crain (filmmaker),Bram Stoker,Vampire_films|Blaxploitation_horror_films,United_States
Blade_II,Blade II,Guillermo del Toro,NOT_FOUND|David S. Goyer,Science_fiction_film|Thriller_film|Action_film|Fantasy_film|Neo-noir|Vampire_films|Horror_film,United_States|Germany
Blade_Runner,Blade Runner,Ridley Scott,David Peoples|Philip K Dick|Philip K. Dick|NOT_FOUND,Thriller_film|Science_fiction_film|Tech_noir|Action_film|Cyberpunk|Neo-noir|Film_noir|Thriller_(genre),United_States
Blade_of_the_Phantom_Master,Blade of the Phantom Master,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
Blades_of_Blood,Blades of Blood,Lee Joon-ik,NOT_FOUND,Martial_arts_film|Action_film,South_Korea
Blades_of_Glory,Blades of Glory,Josh Gordon & Will Speck|Josh Gordon|Will Speck,John Altschuler|NOT_FOUND|Busy Philipps|Jeff Cox,Buddy_film,United_States
Blame_It_on_Rio,Blame It on Rio,Stanley Donen,Larry Gelbart|NOT_FOUND,Romantic_comedy,United_States
Blame_It_on_the_Bellboy,Blame It on the Bellboy,Mark Herman,Mark Herman,NOT_FOUND,United_Kingdom|United_States
Blanche_Fury,Blanche Fury,Marc Allégret,Margaret Gabrielle Long|Audrey Erskine Lindop|Hugh Mills|Cecil McGivern,Mystery_film,United_Kingdom
Blank_Check_(film),Blank Check,Rupert Wainwright,Blake Snyder,Children's_film,United_States
Blankman,Blankman,Mike Binder,Damon Wayans|J.F. Lawton,Superhero_film|Romantic_comedy|Buddy_film|Parody_film,United_States
Blast-Off_Girls,Blast-Off Girls,Herschell Gordon Lewis,Herschell Gordon Lewis,NOT_FOUND,United_States
Blast_of_Silence,Blast of Silence,Allen Baron,Allen Baron,Crime_film|Film_noir,United_States
Blastfighter,Blastfighter,Lamberto Bava,NOT_FOUND,Action_film,United_States|Italy
Blazing_Saddles,Blazing Saddles,Mel Brooks,Mel Brooks|Andrew Bergman|NOT_FOUND|Richard Pryor,Western_film,United_States
Blazing_Stewardesses,Blazing Stewardesses,Al Adamson,John D'Amato|NOT_FOUND,NOT_FOUND,United_States
Bleak_Moments,Bleak Moments,Mike Leigh,NOT_FOUND,NOT_FOUND,United_Kingdom
Bleak_Night,Bleak Night,Yoon Sung-hyun,Yoon Sung-hyun,Teen_film|Coming-of-age_story,South_Korea
Bless_the_Child,Bless the Child,Chuck Russell,Clifford Green|Thomas Rickman (writer),Thriller_film|Horror_film|Psychological_thriller,United_States|Germany
Blind_Chance,Blind Chance,Krzysztof Kieślowski,NOT_FOUND|Krzysztof Kieślowski,NOT_FOUND,Poland
Blind_Dates,Blind Dates,Levan Koguashvili,Boris Frumin|NOT_FOUND,NOT_FOUND,NOT_FOUND
Blind_Dating,Blind Dating,James Keach,NOT_FOUND,Romantic_comedy,United_States
Blind_Detective,Blind Detective,Johnnie To,Wai Ka-fai|Yau Nai-hoi|NOT_FOUND,Crime_film|Romantic_comedy,China
Blind_Flight,Blind Flight,John Furse (director),John Furse (director),NOT_FOUND,United_Kingdom
Blind_Fury,Blind Fury,Phillip Noyce,NOT_FOUND,Thriller_film|Action_film|Martial_arts_film,United_States
Blind_Horizon,Blind Horizon,Michael Haussman,NOT_FOUND,Neo-noir|Psychological_thriller,United_States
Blind_Husbands,Blind Husbands,Erich von Stroheim,Erich von Stroheim,NOT_FOUND,United_States
Blind_Massage,Blind Massage,Lou Ye,NOT_FOUND,NOT_FOUND,France|China
Blind_Mountain,Blind Mountain,Li Yang (director),Li Yang (director),NOT_FOUND,China
Blind_Shaft,Blind Shaft,Li Yang (director),Li Yang (director),NOT_FOUND,China
Blindman,Blindman,Ferdinando Baldi,Vincenzo Cerami|Tony Anthony (actor),Spaghetti_Western,United_States|Italy
Blink_(film),Blink,Michael Apted,Dana Stevens (screenwriter),Mystery_film|Crime_film|Neo-noir,United_States
BlinkyTM,BlinkyTM,Ruairí Robinson,Ruairí Robinson,NOT_FOUND,United_States
Blissfully_Yours,Blissfully Yours,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Romance_film|Erotic_film,Thailand
Blitz_Wolf,Blitz Wolf,Tex Avery,NOT_FOUND,Propaganda_film,United_States
Block-Heads,Block-Heads,John G. Blystone,James Parrott|Felix Adler (screenwriter)|Harry Langdon|NOT_FOUND|Charley Rogers,War_film|Buddy_film,United_States
Blond_Cheat,Blond Cheat,Joseph Santley,NOT_FOUND|Viola Brothers Shore|Charles Kaufman (screenwriter)|Harry Segall,Romantic_comedy,United_States
Blonde_Ambition,Blonde Ambition,Scott Marshall (director),NOT_FOUND,Romantic_comedy,United_States
Blonde_Cobra,Blonde Cobra,Ken Jacobs,NOT_FOUND,NOT_FOUND,United_States
Blonde_Crazy,Blonde Crazy,Roy Del Ruth,NOT_FOUND|Kubec Glasmon|John Bright (screenwriter),Crime_film|Comedy-drama|Romantic_comedy,United_States
Blonde_Dynamite,Blonde Dynamite,William Beaudine,Charles Marion,NOT_FOUND,United_States
Blonde_Fever,Blonde Fever,Richard Whorf,NOT_FOUND,Romantic_comedy,United_States
Blonde_Ice,Blonde Ice,Jack Bernhard,NOT_FOUND,Crime_film|Film_noir,United_States
Blonde_Venus,Blonde Venus,Josef von Sternberg,NOT_FOUND|Jules Furthman,NOT_FOUND,United_States
Blondie_Goes_to_College,Blondie Goes to College,Frank R. Strayer,Lou Breslow|Clyde Bruckman|NOT_FOUND|Chic Young,NOT_FOUND,United_States
Blondie_Has_Servant_Trouble,Blondie Has Servant Trouble,Frank R. Strayer,NOT_FOUND,NOT_FOUND,United_States
Blondie_Johnson,Blondie Johnson,Ray Enright,Earl Baldwin,NOT_FOUND,United_States
Blondie_Meets_the_Boss,Blondie Meets the Boss,Frank R. Strayer,Chic Young,NOT_FOUND,United_States
Blondie_Plays_Cupid,Blondie Plays Cupid,Frank R. Strayer,NOT_FOUND,NOT_FOUND,United_States
Blondie_Takes_a_Vacation,Blondie Takes a Vacation,Frank R. Strayer,Chic Young,NOT_FOUND,United_States
Blondie_for_Victory,Blondie for Victory,Frank R. Strayer,NOT_FOUND,NOT_FOUND,United_States
Blondie_of_the_Follies,Blondie of the Follies,Edmund Goulding,NOT_FOUND|Anita Loos|Frances Marion,NOT_FOUND,United_States
Blondie_on_a_Budget,Blondie on a Budget,Frank R. Strayer,NOT_FOUND|Chic Young,NOT_FOUND,United_States
Blood_Alley,Blood Alley,William A. Wellman|William Wellman,Sid Fleischman,Action_film|Adventure_film,United_States
Blood_Bath,Blood Bath,Stephanie Rothman|Jack Hill,Stephanie Rothman|Jack Hill,Vampire_films|Horror_film,United_States
Blood_Beach,Blood Beach,Jeffrey Bloom,Jeffrey Bloom,Horror_film|Monster_movie,United_States
Blood_Car,Blood Car,NOT_FOUND,NOT_FOUND,Comedy_horror,United_States
Blood_Creek,Blood Creek,Joel Schumacher,NOT_FOUND,Zombie_film|Horror_film,United_States
Blood_Debts,Blood Debts,Teddy Page,Richard Harrison (actor),Rape_and_revenge_film|Action_film,Philippines
Blood_Diner,Blood Diner,Jackie Kong,Michael Sonye,Comedy_horror|Zombie_film|Splatter_film,United_States
Blood_Dolls,Blood Dolls,Charles Band,Charles Band,Horror_film,United_States
Blood_Father,Blood Father,Jean-François Richet,Andrea Berloff,Thriller_film|Action_film,France|United_States
Blood_Feast,Blood Feast,Herschell Gordon Lewis,NOT_FOUND,Slasher_film|Horror_film,United_States
Blood_Freak,Blood Freak,Brad F. Grinter,Brad F. Grinter|Steve Hawkes,Slasher_film|Splatter_film|Monster_movie,United_States
Blood_Hook,Blood Hook,Jim Mallon,NOT_FOUND,Horror_film,United_States
Blood_Lake,Blood Lake,NOT_FOUND,NOT_FOUND,Slasher_film|Pornographic_film|Horror_film,United_States
Blood_Mania,Blood Mania,NOT_FOUND,NOT_FOUND,Exploitation_film,United_States
Blood_Out,Blood Out,Jason Hewitt,NOT_FOUND,Action_film|Crime_film,United_States
Blood_Rage,Blood Rage,NOT_FOUND,Bruce Rubin,Slasher_film|Horror_film,United_States
Blood_Relatives,Blood Relatives,Claude Chabrol,Ed McBain|Claude Chabrol,Film_noir,France|Canada
Blood_Simple,Blood Simple,Coen brothers,NOT_FOUND,Crime_film|Neo-noir|Film_noir,United_States
Blood_Surf,Blood Surf,NOT_FOUND,Robert L. Levy (film producer)|Sam Bernard,Monster_movie,United_States
Blood_Theatre,Blood Theatre,Rick Sloane,Rick Sloane,Slasher_film|Comedy_horror,United_States
Blood_Thirst,Blood Thirst,Newt Arnold,NOT_FOUND,Horror_film,United_States
Blood_Trails,Blood Trails,NOT_FOUND,NOT_FOUND,Slasher_film|Horror_film,Austria|Germany
Blood_for_Dracula,Blood for Dracula,Paul Morrissey,Bram Stoker,Vampire_films|Splatter_film,France|United_States|Italy
Blood_for_a_Silver_Dollar,Blood for a Silver Dollar,Giorgio Ferroni,Giorgio Ferroni|Giorgio Stegani,Spaghetti_Western,France|Italy
Blood_from_the_Mummy's_Tomb,Blood from the Mummy's Tomb,Seth Holt|Michael Carreras,Christopher Wicking,Fantasy_film|Horror_film,United_Kingdom
Blood_in_the_Face,Blood in the Face,James Ridgeway|Kevin Rafferty,James Ridgeway,NOT_FOUND,United_States
Blood_into_Wine,Blood into Wine,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
Blood_of_Dracula,Blood of Dracula,Herbert L. Strock,Bram Stoker|Aben Kandel,Teen_film|Vampire_films|Horror_film,United_States
Blood_of_Dracula's_Castle,Blood of Dracula's Castle,Al Adamson,NOT_FOUND,B_movie|Vampire_films,United_States
Blood_of_the_Beasts,Blood of the Beasts,Georges Franju,Georges Franju,NOT_FOUND,France
Blood_of_the_Vampire,Blood of the Vampire,Henry Cass,Jimmy Sangster,Vampire_films|Horror_film,United_Kingdom
Blood_on_the_Arrow,Blood on the Arrow,Sidney Salkow,Mark Hanna|Robert E. Kent,Western_(genre),United_States
Blood_on_the_Land,Blood on the Land,Vasilis Georgiadis,Nikos Foskolos,NOT_FOUND,Greece
Blood_on_the_Moon,Blood on the Moon,Robert Wise,Lillie Hayward,Western_film|Film_noir,United_States
Blood_on_the_Sun,Blood on the Sun,Frank Lloyd,Lester Cole|Garrett Fort,Romance_film|War_film|Action_film,United_States
Bloodfist,Bloodfist,Terence H. Winkless,Robert King (writer)|Robert King,Martial_arts_film|Action_film,United_States
Bloodfist_2050,Bloodfist 2050,Cirio H. Santiago,NOT_FOUND,Martial_arts_film|Action_film,United_States
Bloodlust!,Bloodlust!,Ralph Brooke,Richard Connell|Ralph Brooke,Horror_film,United_States
Bloodmatch,Bloodmatch,Albert Pyun,NOT_FOUND,Martial_arts_film|Action_film,United_States
Bloodsport_III,Bloodsport III,NOT_FOUND,NOT_FOUND,Action_film,United_States
Bloodworth,Bloodworth,NOT_FOUND,W. Earl Brown,Romance_film,United_States
Bloody_Birthday,Bloody Birthday,Ed Hunt,NOT_FOUND|Ed Hunt,Slasher_film|Horror_film,United_States
Bloody_Mama,Bloody Mama,Roger Corman,Robert Thom (writer),Crime_film,United_States
Bloody_Moon,Bloody Moon,Jesús Franco,NOT_FOUND,Slasher_film|Horror_film,Germany
Bloody_Pit_of_Horror,Bloody Pit of Horror,Massimo Pupillo,NOT_FOUND,Horror_film,United_States|Italy
Bloody_Spear_at_Mount_Fuji,Bloody Spear at Mount Fuji,Tomu Uchida,Fuji Yahiro|NOT_FOUND,NOT_FOUND,Japan
Bloody_Tie,Bloody Tie,Choi Ho,Choi Ho,Neo-noir,South_Korea
Blossoms_in_the_Dust,Blossoms in the Dust,Mervyn LeRoy,NOT_FOUND|Anita Loos,Biographical_film|Romance_film,United_States
Blow_Dry,Blow Dry,Paddy Breathnach,Simon Beaufoy|NOT_FOUND,Romance_film,United_Kingdom|United_States|Germany
Blow_Out,Blow Out,Brian De Palma,Brian De Palma,Political_thriller|Mystery_film,United_States
Blowing_Wild,Blowing Wild,Hugo Fregonese,Philip Yordan,Romance_film,United_States
Blue_Caprice,Blue Caprice,Alexandre Moors,NOT_FOUND,Biographical_film,United_States
Blue_Car,Blue Car,Karen Moncrieff,Karen Moncrieff,Teen_film,United_States
Blue_Chips,Blue Chips,William Friedkin,Ron Shelton,NOT_FOUND,United_States
Blue_Crush,Blue Crush,John Stockwell (actor),John Stockwell (actor)|Lizzy Weiss,Teen_film|Sports_film|Romance_film|Romantic_comedy|Coming-of-age_story,United_States
Blue_Crush_2,Blue Crush 2,Mike Elliott (film producer),NOT_FOUND,NOT_FOUND,United_States
Blue_Denim,Blue Denim,Philip Dunne (writer),NOT_FOUND|Philip Dunne (writer),NOT_FOUND,United_States
Blue_Dream,Blue Dream,Gregory Hatanaka,Gregory Hatanaka,Exploitation_film,United_States
Blue_Gate_Crossing,Blue Gate Crossing,Yee Chin-yen,Yee Chin-yen,NOT_FOUND,France|Taiwan
Blue_Hawaii,Blue Hawaii,Norman Taurog,Hal Kanter,Musical_film|Romantic_comedy,United_States
Blue_Hill_Avenue,Blue Hill Avenue,"Craig Ross, Jr.",NOT_FOUND,Crime_film,United_States
Blue_Juice,Blue Juice,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_Kingdom
Blue_Montana_Skies,Blue Montana Skies,B. Reeves Eason,Gerald Geraghty,Western_film,United_States
Blue_Puppy,Blue Puppy,Yefim Gamburg,Yuri Entin,Musical_film|Musical_theatre,Soviet_Union
Blue_Ruin,Blue Ruin,Jeremy Saulnier,Jeremy Saulnier,Thriller_film,United_States
Blue_Smoke,Blue Smoke,David Carson (director),Nora Roberts,Romance_film,United_States
Blue_Thunder,Blue Thunder,John Badham,Dan O'Bannon,Science_fiction_film|Action_film|Crime_film|Thriller_film,United_States
Blue_in_the_Face,Blue in the Face,Paul Auster|Wayne Wang,Paul Auster|Wayne Wang|NOT_FOUND,NOT_FOUND,United_States
Bluebeard's_Eighth_Wife,Bluebeard's Eighth Wife,Ernst Lubitsch,Billy Wilder|Charles Brackett,Romantic_comedy,United_States
Bluffmaster!,Bluffmaster!,Rohan Sippy,Rajat Arora,Thriller_film|Action_film,India
Blume_in_Love,Blume in Love,Paul Mazursky,Paul Mazursky,Comedy-drama,United_States
Boarding_Gate,Boarding Gate,Olivier Assayas,Olivier Assayas,Erotic_thriller,France|Luxembourg
Bob's_Birthday,Bob's Birthday,Alison Snowden,NOT_FOUND,NOT_FOUND,United_Kingdom|Canada
Bob_&_Carol_&_Ted_&_Alice,Bob & Carol & Ted & Alice,Paul Mazursky,Larry Tucker (screenwriter)|Paul Mazursky,Comedy-drama|Romantic_comedy,United_States
Bob_Roberts,Bob Roberts,Tim Robbins,Tim Robbins,NOT_FOUND,United_States
Bob_le_flambeur,Bob le flambeur,Jean-Pierre Melville,Jean-Pierre Melville,Heist_film|Crime_film|Film_noir,France|Italy
Bob_the_Butler,Bob the Butler,Gary Sinyor,Gary Sinyor,Television_comedy,United_Kingdom|United_States
Bobbikins,Bobbikins,Robert Day (director),Oscar Brodney,NOT_FOUND,United_Kingdom
Bobby_Deerfield,Bobby Deerfield,Sydney Pollack,Erich Maria Remarque|Alvin Sargent,Romance_film,United_States
Bobby_Fischer_Against_the_World,Bobby Fischer Against the World,Liz Garbus,NOT_FOUND,NOT_FOUND,United_States
Bobby_Jasoos,Bobby Jasoos,NOT_FOUND,NOT_FOUND,Romantic_comedy,India
Bobby_Yeah,Bobby Yeah,Robert Morgan (animator),Robert Morgan (animator),NOT_FOUND,United_Kingdom
Boccaccio_'70,Boccaccio '70,Luchino Visconti|Vittorio De Sica|Mario Monicelli|Federico Fellini,Luchino Visconti|Mario Monicelli|Cesare Zavattini|Federico Fellini,Fantasy_film|Romance_film,France|Italy
"Bodies,_Rest_&_Motion","Bodies, Rest & Motion",Michael Steinberg (filmmaker),NOT_FOUND,NOT_FOUND,United_States
Body_Double,Body Double,Brian De Palma,Robert J. Avrech|Brian De Palma,Slasher_film|Mystery_film|Erotic_thriller,United_States
Body_Heat,Body Heat,Lawrence Kasdan,Lawrence Kasdan,Mystery_film|Neo-noir|Erotic_film|Erotic_thriller,United_States
Body_Melt,Body Melt,Philip Brophy,Philip Brophy,Horror_film,Australia
Body_Rock,Body Rock,NOT_FOUND,NOT_FOUND|Desmond Nakano,Musical_film,United_States
Body_of_War,Body of War,Phil Donahue|Ellen Spiro,NOT_FOUND,NOT_FOUND,United_States
Bodysong,Bodysong,Simon Pummell,Simon Pummell,NOT_FOUND,United_Kingdom
Bogus_(film),Bogus,Norman Jewison,Alvin Sargent,Fantasy_film|Children's_film,United_States
Bol_Bachchan,Bol Bachchan,Rohit Shetty,Sajid-Farhad,Romance_film,India
Bomb_the_System,Bomb the System,Adam Bhala Lough,Adam Bhala Lough,NOT_FOUND,United_States
Bombay_Talkie,Bombay Talkie,James Ivory (director),Ruth Prawer Jhabvala|NOT_FOUND|James Ivory (director),Romance_film,United_States|India
Bombay_Velvet,Bombay Velvet,Anurag Kashyap,Gyan Prakash,NOT_FOUND,India
Bombers_B-52,Bombers B-52,Gordon Douglas (director),Irving Wallace,Romance_film,United_States
Bommarillu,Bommarillu,Bhaskar (director),Abburi Ravi|Bhaskar (director),Musical_film|Romantic_comedy,India
"Bon_Cop,_Bad_Cop","Bon Cop, Bad Cop",Eric Canuel,Alex Epstein|NOT_FOUND|Patrick Huard|Kevin Tierney,Buddy_cop_film|Crime_film,Canada
Bonds_of_Love,Bonds of Love,Reginald Barker,NOT_FOUND,Romance_film,United_States
Bone_Dry,Bone Dry,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
Bone_Eater,Bone Eater,Jim Wynorski,NOT_FOUND,Science_fiction_film|Horror_film|Monster_movie,United_States
Bonjour_Monsieur_Shlomi,Bonjour Monsieur Shlomi,Shemi Zarhin,NOT_FOUND,Comedy-drama,Israel
Bonnie_Scotland,Bonnie Scotland,James W. Horne,Wilson Collison|Frank Butler (writer)|James W. Horne|Albert Austin|Jefferson Moffitt|Charley Rogers|Stan Laurel,Buddy_film,United_States
Boo_Moon,Boo Moon,Izzy Sparber|Isadore Sparber|Seymour Kneitel,NOT_FOUND,NOT_FOUND,United_States
Boo_to_You_Too!_Winnie_the_Pooh,Boo to You Too! Winnie the Pooh,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
Boogeyman_2,Boogeyman 2,Jeff Betancourt,NOT_FOUND,Slasher_film|Horror_film,United_States
Boogeyman_3,Boogeyman 3,Gary Jones,NOT_FOUND,Slasher_film|Horror_film|Teen_film,United_States
Boogie_Boy,Boogie Boy,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
Boogie_Nights,Boogie Nights,Paul Thomas Anderson,Paul Thomas Anderson,Buddy_film,United_States
Book_of_Blood,Book of Blood,John Harrison (filmmaker),NOT_FOUND,Fantasy_film|Mystery_film|Horror_film|Psychological_thriller,United_Kingdom
Book_of_Dragons,Book of Dragons,Steve Hickner,Steve Hickner,NOT_FOUND,United_States
Bookwars,Bookwars,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
Bootmen,Bootmen,Dein Perry,NOT_FOUND|Dein Perry,Musical_film|Comedy-drama,United_States|Australia
Boots_Malone,Boots Malone,William Dieterle,NOT_FOUND,NOT_FOUND,United_States
Booty_Call,Booty Call,Jeff Pollack,NOT_FOUND,Romantic_comedy,United_States
Bop_Girl_Goes_Calypso,Bop Girl Goes Calypso,Howard W. Koch,NOT_FOUND,Musical_film,United_States
Bopha!,Bopha!,Morgan Freeman,NOT_FOUND,NOT_FOUND,United_States
Border_(2007_film),Border,NOT_FOUND,NOT_FOUND,NOT_FOUND,United_States
Border_Incident,Border Incident,Anthony Mann,John C. Higgins,Crime_film|Film_noir,United_States
